Technique,AUC,Credibility,LagGlobal,MAP
ALLTRACED_RFNONE_SINGLE_LSA,1.0,1.0,0.0,1.0
ALLTRACED_MAX_RAW_VSM,1.0,1.0,0.0,1.0
ALLTRACED_RFUNDER_RAW_VSM,1.0,1.0,0.0,1.0
ALLTRACED_RFUNDER_MULTI_LSA,1.0,1.0,0.0,1.0
ALLTRACED_MAX_SINGLE_LSA,1.0,1.0,0.0,1.0
ALLTRACED_RFUNDER_SINGLE_VSM,1.0,1.0,0.0,1.0
ALLTRACED_SUM_RAW_LSA,1.0,0.8462585034013606,0.0,1.0
ALLTRACED_RFSMOTE_SINGLE_VSM,1.0,1.0,0.0,1.0
ALLTRACED_SUM_MULTI_VSM,1.0,0.2761904761904762,0.0,1.0
ALLTRACED_SUM_SINGLE_VSM,1.0,0.2761904761904762,0.0,1.0
ALLTRACED_RFSMOTE_SINGLE_LSA,1.0,1.0,0.0,1.0
ALLTRACED_RFSMOTE_RAW_LSA,1.0,1.0,0.0,1.0
ALLTRACED_MAX_MULTI_VSM,1.0,1.0,0.0,1.0
ALLTRACED_RFNONE_RAW_LSA,1.0,1.0,0.0,1.0
ALLTRACED_RFSMOTE_RAW_VSM,1.0,1.0,0.0,1.0
ALLTRACED_RFUNDER_SINGLE_LSA,1.0,1.0,0.0,1.0
ALLTRACED_SUM_SINGLE_LSA,1.0,0.8462585034013606,0.0,1.0
ALLTRACED_SUM_MULTI_LSA,1.0,0.8462585034013606,0.0,1.0
ALLTRACED_MAX_MULTI_LSA,1.0,1.0,0.0,1.0
ALLTRACED_RFNONE_RAW_VSM,1.0,1.0,0.0,1.0
ALLTRACED_RFUNDER_RAW_LSA,1.0,1.0,0.0,1.0
ALLTRACED_RFNONE_MULTI_VSM,1.0,1.0,0.0,1.0
ALLTRACED_MAX_RAW_LSA,1.0,1.0,0.0,1.0
ALLTRACED_RFSMOTE_MULTI_LSA,1.0,1.0,0.0,1.0
ALLTRACED_MAX_SINGLE_VSM,1.0,1.0,0.0,1.0
ALLTRACED_SUM_RAW_VSM,1.0,0.2761904761904762,0.0,1.0
ALLTRACED_RFUNDER_MULTI_VSM,1.0,1.0,0.0,1.0
ALLTRACED_RFSMOTE_MULTI_VSM,1.0,1.0,0.0,1.0
ALLTRACED_RFNONE_SINGLE_VSM,1.0,1.0,0.0,1.0
ALLTRACED_RFNONE_MULTI_LSA,1.0,1.0,0.0,1.0
LOWERTRACED_MAX_SINGLE_VSM,0.9829392074290033,0.7334190476190476,0.3412698412698413,0.9658712388741206
UPPERTRACED_MAX_SINGLE_VSM,0.9822845804988664,0.761812619047619,0.3888888888888889,0.9657013842322535
LOWERTRACED_RFNONE_SINGLE_VSM,0.9715473490983695,0.8956817172943632,2.3293650793650795,0.951694796835914
LOWERTRACED_RFSMOTE_SINGLE_VSM,0.9641844833171364,0.8842897765938564,0.7261904761904762,0.941519374387952
UPPERTRACED_MAX_MULTI_VSM,0.9633071482561278,0.6960851190476192,0.6071428571428571,0.9279075337387811
UPPERTRACED_MAX_RAW_VSM,0.9633071482561278,0.6937182142857142,0.6071428571428571,0.9279075337387811
LOWERTRACED_MAX_MULTI_VSM,0.9596898283122772,0.6888740476190476,1.6785714285714286,0.9390053816102584
LOWERTRACED_MAX_RAW_VSM,0.9596898283122772,0.6839242857142858,1.6785714285714286,0.9390053816102584
LOWERTRACED_SUM_SINGLE_VSM,0.9523607061872369,-0.2668115476190477,0.4801587301587302,0.8891888239466296
LOWERTRACED_RFUNDER_SINGLE_VSM,0.9460708886729294,0.9230016794806434,2.3015873015873014,0.9264091502492673
UPPERTRACED_RFNONE_SINGLE_VSM,0.9443904545945362,0.7457026077097506,1.7301587301587302,0.8878199836276509
UPPERTRACED_SUM_SINGLE_VSM,0.9411510636000432,-0.07343511904761907,0.8611111111111112,0.8534525241735065
LOWERTRACED_RFUNDER_MULTI_VSM,0.937422389590757,0.8728095238095238,2.3214285714285716,0.902591985068228
LOWERTRACED_RFNONE_MULTI_VSM,0.9364269517330742,0.8162738095238096,1.0555555555555556,0.8875321084818009
LOWERTRACED_RFSMOTE_MULTI_VSM,0.9344968145988555,0.8312738095238095,2.0,0.902113811627749
UPPERTRACED_RFUNDER_SINGLE_VSM,0.9296950923226434,0.7404642857142857,1.5793650793650793,0.8213276602510596
LOWERTRACED_SUM_MULTI_VSM,0.92792355037253,-0.13136285714285714,0.9325396825396826,0.8609532173098976
LOWERTRACED_SUM_RAW_VSM,0.9170378468847856,0.4334619047619047,0.7896825396825397,0.8403418016667935
NONETRACED_MAX_SINGLE_VSM,0.9154991361624014,0.6839835714285715,1.8253968253968254,0.8518149488599231
UPPERTRACED_RFNONE_MULTI_VSM,0.8986374311629414,0.6399404761904761,2.246031746031746,0.8398406421615958
UPPERTRACED_RFUNDER_MULTI_VSM,0.8970413562250296,0.5682261904761904,2.2142857142857144,0.8249746767860239
UPPERTRACED_SUM_MULTI_VSM,0.8952529424468199,-0.09548297619047619,1.7103174603174602,0.7759705138628438
UPPERTRACED_SUM_RAW_VSM,0.8911598369506533,0.5445865476190476,1.7023809523809523,0.7695319616274482
NONETRACED_RFUNDER_SINGLE_VSM,0.8703163805204621,0.7456666666666666,2.2738095238095237,0.8060404387869495
NONETRACED_RFNONE_SINGLE_VSM,0.8628826530612245,0.7374047619047619,2.265873015873016,0.7933031125360865
UPPERTRACED_RFSMOTE_SINGLE_VSM,0.8588401630493467,0.5918854315324737,1.0595238095238095,0.7142392718710376
NONETRACED_MAX_MULTI_VSM,0.8470535039412591,0.6640365476190476,2.2857142857142856,0.7520098970363776
NONETRACED_MAX_RAW_VSM,0.8464258719360761,0.6887360714285714,2.2896825396825395,0.7509207443292613
UPPERTRACED_RFUNDER_RAW_VSM,0.8428085519922255,0.5868809523809524,2.134920634920635,0.7564643653852138
LOWERTRACED_RFUNDER_RAW_VSM,0.8341802991037685,0.7142380952380952,2.2698412698412698,0.6691542613160998
NONETRACED_SUM_SINGLE_VSM,0.8170688910484829,-1.0051415476190475,2.1904761904761907,0.682502173831177
NONETRACED_RFUNDER_MULTI_VSM,0.8162354227405249,0.7110238095238095,2.2857142857142856,0.6926728038970142
LOWERTRACED_RFNONE_RAW_VSM,0.8084237663319297,0.707654761904762,2.25,0.6225708339289432
UPPERTRACED_RFNONE_RAW_VSM,0.8083090379008746,0.6313928571428572,2.238095238095238,0.7356597486793196
LOWERTRACED_RFSMOTE_RAW_VSM,0.8075025645178706,0.7284999999999999,2.2976190476190474,0.6514836988244597
NONETRACED_RFNONE_MULTI_VSM,0.8018302559118885,0.7049523809523809,2.2857142857142856,0.6853888284459164
NONETRACED_RFSMOTE_SINGLE_VSM,0.8016851581902602,0.6972619047619049,2.242063492063492,0.6404524491467639
DIRECT_NA_NA_VSM,0.7782366915019977,0.6757951190476189,2.2936507936507935,0.6795107654487806
NONETRACED_SUM_MULTI_VSM,0.7202009772162834,-0.8061657142857144,2.3293650793650795,0.5766025354493128
NONETRACED_RFNONE_RAW_VSM,0.7178490443796566,0.6992142857142858,2.3095238095238093,0.5604078683619593
NONETRACED_SUM_RAW_VSM,0.710287091026887,0.5315005952380952,2.3293650793650795,0.5674328708529183
LOWERTRACED_SUM_SINGLE_LSA,0.6936548428895367,0.6354645291071409,1.9246031746031746,0.5649729579322499
UPPERTRACED_RFUNDER_RAW_LSA,0.6898654302991039,0.5585565476190476,2.1666666666666665,0.45021052221801106
NONETRACED_RFUNDER_RAW_VSM,0.689075828744196,0.6974642857142858,2.3134920634920637,0.5285645717592314
UPPERTRACED_MAX_MULTI_LSA,0.6835992333441313,0.4942894280282244,2.1507936507936507,0.47246276131127685
UPPERTRACED_MAX_RAW_LSA,0.6835992333441313,0.49429574144141075,2.1507936507936507,0.47246276131127685
LOWERTRACED_SUM_MULTI_LSA,0.6812979159917936,0.591902259800127,2.234126984126984,0.5399292777699085
LOWERTRACED_SUM_RAW_LSA,0.6797862001943635,0.5916028757629048,2.2142857142857144,0.538969702262956
LOWERTRACED_RFUNDER_RAW_LSA,0.6671289547565057,0.6588014383826633,2.3293650793650795,0.4921684028475075
UPPERTRACED_MAX_SINGLE_LSA,0.6641966310333657,0.48672679647383577,2.2936507936507935,0.44530697687929766
NONETRACED_RFSMOTE_MULTI_VSM,0.6511985746679624,0.5708452380952381,2.1825396825396823,0.3755870934078906
UPPERTRACED_RFNONE_RAW_LSA,0.6502874959507613,0.5306197478991597,2.0515873015873014,0.424546092549218
LOWERTRACED_RFNONE_RAW_LSA,0.6389125094482239,0.6679812934308158,2.265873015873016,0.5228910361031118
UPPERTRACED_SUM_RAW_LSA,0.6294879062736206,0.5725374865763635,2.011904761904762,0.4117303994277158
UPPERTRACED_SUM_MULTI_LSA,0.6283743656192636,0.5758970615664633,1.996031746031746,0.41133333454969323
NONETRACED_RFSMOTE_RAW_VSM,0.6281516574883922,0.6296071428571428,2.3253968253968256,0.42094328198218645
LOWERTRACED_MAX_SINGLE_LSA,0.6241901522513768,0.4980963123244786,2.2063492063492065,0.3702339044791311
UPPERTRACED_SUM_SINGLE_LSA,0.6202151495518843,0.5878381248313619,2.2817460317460316,0.38865728241586633
LOWERTRACED_RFNONE_SINGLE_LSA,0.6175122826908541,0.6509984639016897,2.1825396825396823,0.3888424293794341
LOWERTRACED_RFSMOTE_RAW_LSA,0.6148971493359249,0.5358568964315705,2.234126984126984,0.40966239466072984
NONETRACED_MEDIAN_SINGLE_VSM,0.6141952812871181,0.6811040476190475,2.3333333333333335,0.4521715088313009
UPPERTRACED_RFNONE_MULTI_LSA,0.6073993089299212,0.5960585585585586,1.996031746031746,0.3644158818982983
LOWERTRACED_RFSMOTE_MULTI_LSA,0.6053341971709318,0.555952380952381,2.0357142857142856,0.3657751746291467
LOWERTRACED_RFNONE_MULTI_LSA,0.6040890562574235,0.6588616418303919,2.238095238095238,0.38602237194741085
LOWERTRACED_RFSMOTE_SINGLE_LSA,0.6034985422740524,0.5741253644314869,2.2301587301587302,0.3537549629060851
LOWERTRACED_MAX_MULTI_LSA,0.602877659000108,0.46648201159174446,2.242063492063492,0.38966932026362455
LOWERTRACED_MAX_RAW_LSA,0.602877659000108,0.47883941857993195,2.242063492063492,0.38966932026362455
LOWERTRACED_RFUNDER_MULTI_LSA,0.6028337922470575,0.6575892857142858,2.3174603174603177,0.4003304675375202
UPPERTRACED_RFUNDER_MULTI_LSA,0.5944586167800454,0.5727743271221531,2.0396825396825395,0.3805299922704042
UPPERTRACED_RFNONE_SINGLE_LSA,0.5908649173955296,0.594078947368421,2.3253968253968256,0.3470185252805831
NONETRACED_MEDIAN_MULTI_VSM,0.5900415721844293,0.6725257142857143,2.3293650793650795,0.4177388737189421
NONETRACED_MEDIAN_RAW_VSM,0.5857325072886298,0.6916242857142857,2.3293650793650795,0.4123773324591337
LOWERTRACED_RFUNDER_SINGLE_LSA,0.5728120613324694,0.6604352678571429,2.257936507936508,0.4117640016818166
UPPERTRACED_RFUNDER_SINGLE_LSA,0.5726197224921714,0.6085317460317461,2.257936507936508,0.32408386560387853
UPPERTRACED_RFSMOTE_RAW_VSM,0.553129386675305,0.4486071428571429,2.0198412698412698,0.43418114409352265
NONETRACED_RFNONE_MULTI_LSA,0.547406462585034,0.6343101343101343,2.3293650793650795,0.3199379867034815
NONETRACED_RFUNDER_MULTI_LSA,0.544524754346183,0.6508786848072563,2.3015873015873014,0.33253074732329296
NONETRACED_RFNONE_SINGLE_LSA,0.5401684483317136,0.5708333333333333,2.3333333333333335,0.34388835135624796
NONETRACED_RFUNDER_SINGLE_LSA,0.5356805420580931,0.5594387755102042,2.2976190476190474,0.3335176888087057
NONETRACED_MAX_MULTI_LSA,0.5252267573696145,0.5256171017534654,2.261904761904762,0.3538226279174658
NONETRACED_MAX_RAW_LSA,0.5224395313681028,0.5271654456654457,2.2698412698412698,0.3547381764946764
NONETRACED_RFSMOTE_MULTI_LSA,0.522199951409135,0.613469387755102,2.2976190476190474,0.30407879417263567
UPPERTRACED_RFSMOTE_MULTI_LSA,0.5213496112730807,0.5568711180124223,2.2103174603174605,0.3320763114059182
Random,0.5189504373177842,0.5077239229024942,2.3333333333333335,0.3138349376415143
NONETRACED_SUM_MULTI_LSA,0.5147527264874203,0.519464367658837,2.3333333333333335,0.3172466067822184
NONETRACED_SUM_RAW_LSA,0.5143849206349207,0.5287202846233289,2.3333333333333335,0.31712502428132283
NONETRACED_RFSMOTE_SINGLE_LSA,0.5127753482345319,0.6248917748917749,2.3214285714285716,0.3004215399631879
NONETRACED_MEDIAN_RAW_LSA,0.5081524673361407,0.5212235200394955,2.3333333333333335,0.3064677246956185
NONETRACED_MEDIAN_MULTI_LSA,0.5070220548536875,0.5136390649762282,2.3333333333333335,0.30682269344507657
NONETRACED_RFSMOTE_RAW_LSA,0.5018761472843104,0.5769187675070028,2.3293650793650795,0.31018786054900976
NONETRACED_RFNONE_RAW_LSA,0.5017614188532555,0.5853281853281853,2.3293650793650795,0.28838366193095655
UPPERTRACED_MEDIAN_MULTI_VSM,0.5,0.7,2.2976190476190474,0.3
LOWERTRACED_MEDIAN_RAW_VSM,0.5,0.7,2.2976190476190474,0.3
ALLTRACED_MEDIAN_SINGLE_VSM,0.5,0.7,2.2976190476190474,0.3
LOWERTRACED_MEDIAN_RAW_LSA,0.5,0.7,2.2976190476190474,0.3
ALLTRACED_MEDIAN_MULTI_VSM,0.5,0.7,2.2976190476190474,0.3
UPPERTRACED_MEDIAN_SINGLE_LSA,0.5,0.7,2.2976190476190474,0.3
ALLTRACED_MEDIAN_MULTI_LSA,0.5,0.7,2.2976190476190474,0.3
ALLTRACED_MEDIAN_SINGLE_LSA,0.5,0.7,2.2976190476190474,0.3
LOWERTRACED_MEDIAN_SINGLE_VSM,0.5,0.7,2.2976190476190474,0.3
LOWERTRACED_MEDIAN_MULTI_LSA,0.5,0.7,2.2976190476190474,0.3
ALLTRACED_MEDIAN_RAW_LSA,0.5,0.7,2.2976190476190474,0.3
UPPERTRACED_MEDIAN_RAW_VSM,0.5,0.7,2.2976190476190474,0.3
LOWERTRACED_MEDIAN_MULTI_VSM,0.5,0.7,2.2976190476190474,0.3
LOWERTRACED_MEDIAN_SINGLE_LSA,0.5,0.7,2.2976190476190474,0.3
UPPERTRACED_MEDIAN_MULTI_LSA,0.5,0.7,2.2976190476190474,0.3
UPPERTRACED_MEDIAN_SINGLE_VSM,0.5,0.7,2.2976190476190474,0.3
ALLTRACED_MEDIAN_RAW_VSM,0.5,0.7,2.2976190476190474,0.3
UPPERTRACED_MEDIAN_RAW_LSA,0.5,0.7,2.2976190476190474,0.3
DIRECT_NA_NA_LSA,0.49785052910052907,0.4625394367581867,2.25,0.3077658704254703
NONETRACED_RFUNDER_RAW_LSA,0.49117603390562575,0.5832752613240418,2.3293650793650795,0.28287366746564047
NONETRACED_MAX_SINGLE_LSA,0.48812560738581146,0.4232812671695527,2.3333333333333335,0.2855033405346169
UPPERTRACED_RFSMOTE_RAW_LSA,0.4706025267249757,0.6076241134751772,2.265873015873016,0.2992149852295367
NONETRACED_SUM_SINGLE_LSA,0.44614175035093406,0.5410040971864077,2.3214285714285716,0.2643305248008277
UPPERTRACED_RFSMOTE_SINGLE_LSA,0.43738189720332576,0.5207352171637886,2.257936507936508,0.28924729870466603
NONETRACED_MEDIAN_SINGLE_LSA,0.4367137728107116,0.560015348448641,2.3293650793650795,0.26111497816198115
UPPERTRACED_RFSMOTE_MULTI_VSM,0.35415654356980886,0.39239285714285715,2.1031746031746033,0.26588730437757935
