Percent Traced,AUC,Iteration Number,Credibility,LagGlobal,MAP
1.0,1.0,22,1.0,0.0,1.0
0.9,0.9989944390454594,12,0.9224463095238096,0.06746031746031746,0.9977646192329434
0.0,0.9154991361624014,36,0.6839835714285715,1.8253968253968254,0.8518149488599231
0.7000000000000001,0.9936966850232156,18,0.8064250000000001,0.49603174603174605,0.987341799890472
0.0,0.9154991361624014,22,0.6839835714285715,1.8253968253968254,0.8518149488599231
1.0,1.0,36,1.0,0.0,1.0
0.7000000000000001,0.9884023053665911,24,0.8063986904761905,0.7976190476190477,0.9783625506062199
0.7000000000000001,0.991024187452759,30,0.8048736904761905,0.44841269841269843,0.98191993774677
0.30000000000000004,0.9536632113162724,43,0.7200778571428571,1.1468253968253967,0.9213009124906227
0.4,0.9685509124284635,91,0.7384692857142857,1.0595238095238095,0.9469154919578576
0.30000000000000004,0.95349111866969,57,0.7158888095238095,1.1904761904761905,0.924276854155924
0.4,0.9727891156462585,85,0.7276670238095239,1.1944444444444444,0.9557793973756373
0.30000000000000004,0.9623454540546378,80,0.7216839285714286,1.126984126984127,0.9329034383304868
0.4,0.9574863675628982,52,0.7290888095238095,1.0357142857142858,0.9280649906104658
0.30000000000000004,0.9519895259691178,94,0.7190875,1.123015873015873,0.9197344333330766
0.4,0.9802025969117806,46,0.7466321428571429,1.0555555555555556,0.9665288552125024
0.1,0.9306466634272755,89,0.6925210714285714,1.1626984126984128,0.8796886643535049
0.8,0.995633570888673,85,0.8449198809523809,0.38095238095238093,0.9911864455405031
0.8,0.997374743548213,91,0.8497233333333334,0.1865079365079365,0.9944328434144086
0.6000000000000001,0.9862055933484506,65,0.768977380952381,0.8214285714285714,0.9744655758683458
0.6000000000000001,0.9891007990497787,71,0.7699463095238095,0.8650793650793651,0.9808054032688422
0.1,0.9358668070402765,62,0.6938889285714286,1.2142857142857142,0.8864826518625897
0.6000000000000001,0.9835263470467552,59,0.764425119047619,0.8015873015873016,0.9705570289953895
0.8,1.0,46,0.8618313095238095,0.0,1.0
0.8,0.9948709642587193,52,0.839912380952381,0.2698412698412698,0.9893232784169869
0.1,0.9401016358924521,76,0.7015694047619048,1.8373015873015872,0.8979915540648041
0.8,0.9967167422524564,7,0.8416644047619047,0.12301587301587301,0.9925634034355415
0.2,0.9431014469279776,33,0.7055421428571429,1.2658730158730158,0.9080735186180936
0.2,0.9350333387323182,27,0.7018677380952381,1.8571428571428572,0.8903984822830142
0.5,0.9737643073102257,12,0.7467608333333333,0.996031746031746,0.9547331574026252
0.5,0.9689389644746789,13,0.7423039285714286,1.0515873015873016,0.9476830763207431
0.2,0.9512167962423065,26,0.7094703571428571,1.2142857142857142,0.9166641108827083
0.2,0.9537138268005615,32,0.7161572619047619,1.8095238095238095,0.9186174999837098
0.8,0.9901063600043192,6,0.8210175,0.5793650793650794,0.9813582351497889
0.8,0.9952725137674117,53,0.832377380952381,0.4126984126984127,0.9904061010203797
0.1,0.9299076773566569,77,0.6948191666666667,1.8492063492063493,0.8830419123157934
0.1,0.93727054313789,63,0.6991607142857142,1.8571428571428572,0.8951176517879421
0.8,0.9951679084332146,47,0.8459972619047619,0.4246031746031746,0.9903577884921861
0.6000000000000001,0.9787819889860707,58,0.7604638095238095,0.9444444444444444,0.9621089526605635
0.6000000000000001,0.9950902980239715,70,0.7772990476190477,0.47619047619047616,0.9899443570717755
0.6000000000000001,0.9857163103336573,64,0.7748284523809524,0.876984126984127,0.9753551002191403
0.8,0.9920162509448223,90,0.8189302380952381,0.7738095238095238,0.9862225177573292
0.8,0.9986097613648633,84,0.8511652380952381,0.20238095238095238,0.996959364655576
0.1,0.9305926735773675,88,0.6952984523809523,1.123015873015873,0.8829634532475845
0.4,0.9707779937371774,47,0.7366307142857142,0.996031746031746,0.9475622613095354
0.30000000000000004,0.9685880304502753,95,0.7241178571428571,1.3412698412698412,0.9466296953905635
0.4,0.9727486232588274,53,0.7337819047619047,1.0793650793650793,0.9523887029093887
0.30000000000000004,0.9604861785984234,81,0.7193132142857143,1.257936507936508,0.9306792171517313
0.4,0.9693945038332793,84,0.7238542857142857,1.3492063492063493,0.95039535175419
0.30000000000000004,0.9445557985098801,56,0.7165534523809524,1.130952380952381,0.9128261233398247
0.4,0.9638099287333982,90,0.7296714285714285,1.0833333333333333,0.9377648399458947
0.30000000000000004,0.9545742900334737,42,0.7222120238095238,1.1587301587301588,0.921871810966119
0.7000000000000001,0.9943175682971601,31,0.7889733333333333,0.3333333333333333,0.988691590446538
0.7000000000000001,0.9918812763200519,25,0.79233,0.48412698412698413,0.9839056128948751
0.0,0.9154991361624014,23,0.6839835714285715,1.8253968253968254,0.8518149488599231
1.0,1.0,37,1.0,0.0,1.0
0.9,0.9978269085411943,13,0.895012380952381,0.11904761904761904,0.9952932793295287
1.0,1.0,23,1.0,0.0,1.0
0.7000000000000001,0.9923334413130331,19,0.790412380952381,0.7896825396825397,0.9862222212466397
0.0,0.9154991361624014,37,0.6839835714285715,1.8253968253968254,0.8518149488599231
1.0,1.0,35,1.0,0.0,1.0
0.0,0.9154991361624014,21,0.6839835714285715,1.8253968253968254,0.8518149488599231
0.0,0.9154991361624014,35,0.6839835714285715,1.8253968253968254,0.8518149488599231
1.0,1.0,21,1.0,0.0,1.0
0.9,1.0,11,0.8827946428571428,0.0,1.0
0.9,0.9918542813950977,39,0.8715713095238096,0.5515873015873016,0.9838598894612026
0.7000000000000001,0.9896879386675306,33,0.7944667857142858,0.8650793650793651,0.9812766915637978
0.7000000000000001,0.9936157002483532,27,0.7891583333333333,0.44841269841269843,0.9868676028586828
0.30000000000000004,0.9649133462908973,54,0.7300684523809524,1.0634920634920635,0.9388661763334872
0.4,0.9633510150091783,86,0.7302596428571428,1.0873015873015872,0.937503999738242
0.30000000000000004,0.9611509286254184,40,0.7278008333333333,1.0992063492063493,0.9358353689736062
0.4,0.9656658298239931,92,0.7278797619047619,1.126984126984127,0.9389379854037508
0.30000000000000004,0.950160619803477,68,0.7143230952380952,1.7380952380952381,0.9157418998843402
0.30000000000000004,0.9617515657056472,97,0.7237502380952381,1.1349206349206349,0.9354223109091622
0.4,0.9730084494115105,45,0.7365238095238095,1.0992063492063493,0.9528663279000991
1.0,1.0,8,1.0,0.0,1.0
0.30000000000000004,0.9525969117805853,83,0.7193236904761905,1.1904761904761905,0.9222864328018037
0.4,0.9753873771730914,51,0.7382813095238095,0.9880952380952381,0.9556442193229531
0.4,0.9671134326746571,79,0.7222085714285714,1.2023809523809523,0.9468316156846678
0.8,0.9938586545729402,92,0.8284738095238096,0.49603174603174605,0.9876861922709992
